,sdata,PYR,BC,OLM,loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/netParams.connParams.PYR->BC_AMPA.weight,config/netParams.connParams.PYR->BC_NMDA.weight,config/netParams.connParams.PYR->OLM_AMPA.weight,config/netParams.connParams.PYR->OLM_NMDA.weight,config/netParams.connParams.PYR->PYR_AMPA.weight,config/netParams.connParams.PYR->PYR_NMDA.weight,logdir
19,"netParams.connParams.PYR->BC_AMPA.weight      0.000425
netParams.connParams.PYR->BC_NMDA.weight      0.001352
netParams.connParams.PYR->OLM_AMPA.weight     0.000234
netParams.connParams.PYR->OLM_NMDA.weight     0.000770
netParams.connParams.PYR->PYR_AMPA.weight     0.000023
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           3.510000
BC                                           20.300000
OLM                                           4.450000
dtype: float64",3.51,20.3,4.45,0.4497666666666672,31.754242420196533,False,1,6a865961,2023-07-29_12-08-07,1690646887,31.754242420196533,264052,node09,10.0.0.9,31.754242420196533,1,0.0004248,0.0013524000000000001,0.00023400000000000002,0.0007700000000000001,2.34e-05,4.64e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_6a865961_20_netParams_connParams_PYR-_BC_AMPA_weight=0.0004,netParams_connParams_PYR-_BC_NMDA_weight=0.0014,netParams_co_2023-07-29_12-07-35"
20,"netParams.connParams.PYR->BC_AMPA.weight      0.000284
netParams.connParams.PYR->BC_NMDA.weight      0.001932
netParams.connParams.PYR->OLM_AMPA.weight     0.000187
netParams.connParams.PYR->OLM_NMDA.weight     0.000931
netParams.connParams.PYR->PYR_AMPA.weight     0.000013
netParams.connParams.PYR->PYR_NMDA.weight     0.000003
PYR                                           2.860000
BC                                           20.100000
OLM                                           3.120000
dtype: float64",2.86,20.1,3.12,0.1709666666666672,32.503257751464844,False,1,315789eb,2023-07-29_12-08-40,1690646920,32.503257751464844,264052,node09,10.0.0.9,32.503257751464844,1,0.00028440000000000003,0.0019320000000000001,0.00018720000000000002,0.000931,1.2600000000000001e-05,3.32e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_315789eb_21_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0019,netParams_co_2023-07-29_12-08-07"
21,"netParams.connParams.PYR->BC_AMPA.weight      0.000274
netParams.connParams.PYR->BC_NMDA.weight      0.001946
netParams.connParams.PYR->OLM_AMPA.weight     0.000194
netParams.connParams.PYR->OLM_NMDA.weight     0.000924
netParams.connParams.PYR->PYR_AMPA.weight     0.000010
netParams.connParams.PYR->PYR_NMDA.weight     0.000003
PYR                                           2.810000
BC                                           17.300000
OLM                                           2.720000
dtype: float64",2.81,17.3,2.72,2.201133333333331,33.197468757629395,False,1,b2f6e444,2023-07-29_12-09-13,1690646953,33.197468757629395,264052,node09,10.0.0.9,33.197468757629395,1,0.00027360000000000004,0.0019458000000000001,0.0001944,0.0009239999999999999,1.04e-05,3.44e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_b2f6e444_22_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0019,netParams_co_2023-07-29_12-08-40"
22,"netParams.connParams.PYR->BC_AMPA.weight      0.000335
netParams.connParams.PYR->BC_NMDA.weight      0.001863
netParams.connParams.PYR->OLM_AMPA.weight     0.000180
netParams.connParams.PYR->OLM_NMDA.weight     0.000924
netParams.connParams.PYR->PYR_AMPA.weight     0.000012
netParams.connParams.PYR->PYR_NMDA.weight     0.000003
PYR                                           2.860000
BC                                           17.300000
OLM                                           2.890000
dtype: float64",2.86,17.3,2.89,2.108933333333332,34.649474143981934,False,1,8238a1e8,2023-07-29_12-09-48,1690646988,34.649474143981934,264052,node09,10.0.0.9,34.649474143981934,1,0.0003348,0.001863,0.00018,0.0009239999999999999,1.2400000000000002e-05,2.92e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_8238a1e8_23_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0019,netParams_co_2023-07-29_12-09-13"
23,"netParams.connParams.PYR->BC_AMPA.weight      0.000266
netParams.connParams.PYR->BC_NMDA.weight      0.001656
netParams.connParams.PYR->OLM_AMPA.weight     0.000227
netParams.connParams.PYR->OLM_NMDA.weight     0.000770
netParams.connParams.PYR->PYR_AMPA.weight     0.000020
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.190000
BC                                           20.400000
OLM                                           2.870000
dtype: float64",3.19,20.4,2.87,0.290833333333333,32.58689856529236,False,1,cace6ce7,2023-07-29_12-10-20,1690647020,32.58689856529236,264052,node09,10.0.0.9,32.58689856529236,1,0.0002664,0.001656,0.0002268,0.0007700000000000001,2.0200000000000003e-05,4.16e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_cace6ce7_24_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0017,netParams_co_2023-07-29_12-09-48"
24,"netParams.connParams.PYR->BC_AMPA.weight      0.000306
netParams.connParams.PYR->BC_NMDA.weight      0.001490
netParams.connParams.PYR->OLM_AMPA.weight     0.000266
netParams.connParams.PYR->OLM_NMDA.weight     0.000882
netParams.connParams.PYR->PYR_AMPA.weight     0.000018
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.040000
BC                                           19.100000
OLM                                           3.610000
dtype: float64",3.04,19.1,3.61,0.1565333333333324,33.28392434120178,False,1,610d10ba,2023-07-29_12-10-54,1690647054,33.28392434120178,264052,node09,10.0.0.9,33.28392434120178,1,0.000306,0.0014904,0.0002664,0.000882,1.8200000000000002e-05,3.8e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_610d10ba_25_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0015,netParams_co_2023-07-29_12-10-21"
25,"netParams.connParams.PYR->BC_AMPA.weight      0.000385
netParams.connParams.PYR->BC_NMDA.weight      0.001518
netParams.connParams.PYR->OLM_AMPA.weight     0.000284
netParams.connParams.PYR->OLM_NMDA.weight     0.000805
netParams.connParams.PYR->PYR_AMPA.weight     0.000018
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.270000
BC                                           21.300000
OLM                                           4.460000
dtype: float64",3.27,21.3,4.46,1.1816666666666682,32.691643476486206,False,1,3871ac89,2023-07-29_12-11-27,1690647087,32.691643476486206,264052,node09,10.0.0.9,32.691643476486206,1,0.00038520000000000004,0.0015179999999999998,0.00028440000000000003,0.0008049999999999999,1.8000000000000004e-05,3.8e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_3871ac89_26_netParams_connParams_PYR-_BC_AMPA_weight=0.0004,netParams_connParams_PYR-_BC_NMDA_weight=0.0015,netParams_co_2023-07-29_12-10-54"
26,"netParams.connParams.PYR->BC_AMPA.weight      0.000317
netParams.connParams.PYR->BC_NMDA.weight      0.001421
netParams.connParams.PYR->OLM_AMPA.weight     0.000256
netParams.connParams.PYR->OLM_NMDA.weight     0.000686
netParams.connParams.PYR->PYR_AMPA.weight     0.000021
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           3.650000
BC                                           20.400000
OLM                                           3.340000
dtype: float64",3.65,20.4,3.34,0.2009999999999997,33.03463339805603,False,1,fca06c0e,2023-07-29_12-12-00,1690647120,33.03463339805603,264052,node09,10.0.0.9,33.03463339805603,1,0.0003168,0.0014214,0.00025560000000000003,0.000686,2.12e-05,4.88e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_fca06c0e_27_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0014,netParams_co_2023-07-29_12-11-27"
27,"netParams.connParams.PYR->BC_AMPA.weight      0.000346
netParams.connParams.PYR->BC_NMDA.weight      0.001270
netParams.connParams.PYR->OLM_AMPA.weight     0.000317
netParams.connParams.PYR->OLM_NMDA.weight     0.000875
netParams.connParams.PYR->PYR_AMPA.weight     0.000018
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.030000
BC                                           14.700000
OLM                                           3.210000
dtype: float64",3.03,14.7,3.21,8.3879,32.97317361831665,False,1,c3d69b28,2023-07-29_12-12-33,1690647153,32.97317361831665,264052,node09,10.0.0.9,32.97317361831665,1,0.00034560000000000005,0.0012696,0.0003168,0.0008749999999999999,1.84e-05,4.4e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_c3d69b28_28_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0013,netParams_co_2023-07-29_12-12-00"
28,"netParams.connParams.PYR->BC_AMPA.weight      0.000302
netParams.connParams.PYR->BC_NMDA.weight      0.001642
netParams.connParams.PYR->OLM_AMPA.weight     0.000274
netParams.connParams.PYR->OLM_NMDA.weight     0.000749
netParams.connParams.PYR->PYR_AMPA.weight     0.000023
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           3.250000
BC                                           21.400000
OLM                                           3.030000
dtype: float64",3.25,21.4,3.03,1.030566666666666,32.212220907211304,False,1,d21a0108,2023-07-29_12-13-05,1690647185,32.212220907211304,264052,node09,10.0.0.9,32.212220907211304,1,0.00030240000000000003,0.0016422,0.00027360000000000004,0.000749,2.34e-05,5.4400000000000004e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_d21a0108_29_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0016,netParams_co_2023-07-29_12-12-33"
29,"netParams.connParams.PYR->BC_AMPA.weight      0.000227
netParams.connParams.PYR->BC_NMDA.weight      0.001007
netParams.connParams.PYR->OLM_AMPA.weight     0.000374
netParams.connParams.PYR->OLM_NMDA.weight     0.000637
netParams.connParams.PYR->PYR_AMPA.weight     0.000021
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.660000
BC                                           17.900000
OLM                                           3.670000
dtype: float64",3.66,17.9,3.67,1.1274666666666675,33.43340492248535,False,1,a41dcb38,2023-07-29_12-13-39,1690647219,33.43340492248535,264052,node09,10.0.0.9,33.43340492248535,1,0.0002268,0.0010073999999999999,0.0003744,0.000637,2.1400000000000002e-05,4.16e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_a41dcb38_30_netParams_connParams_PYR-_BC_AMPA_weight=0.0002,netParams_connParams_PYR-_BC_NMDA_weight=0.0010,netParams_co_2023-07-29_12-13-05"
30,"netParams.connParams.PYR->BC_AMPA.weight      0.000259
netParams.connParams.PYR->BC_NMDA.weight      0.001559
netParams.connParams.PYR->OLM_AMPA.weight     0.000223
netParams.connParams.PYR->OLM_NMDA.weight     0.000882
netParams.connParams.PYR->PYR_AMPA.weight     0.000016
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.090000
BC                                           17.900000
OLM                                           3.110000
dtype: float64",3.09,17.9,3.11,1.1440333333333343,32.4057731628418,False,1,3fd018f4,2023-07-29_12-14-11,1690647251,32.4057731628418,264052,node09,10.0.0.9,32.4057731628418,1,0.0002592,0.0015593999999999998,0.0002232,0.000882,1.62e-05,3.92e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_3fd018f4_31_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0016,netParams_co_2023-07-29_12-13-39"
31,"netParams.connParams.PYR->BC_AMPA.weight      0.000295
netParams.connParams.PYR->BC_NMDA.weight      0.002056
netParams.connParams.PYR->OLM_AMPA.weight     0.000248
netParams.connParams.PYR->OLM_NMDA.weight     0.000952
netParams.connParams.PYR->PYR_AMPA.weight     0.000013
netParams.connParams.PYR->PYR_NMDA.weight     0.000003
PYR                                           2.730000
BC                                           18.000000
OLM                                           2.710000
dtype: float64",2.73,18.0,2.71,1.2798999999999994,33.381343603134155,False,1,eddbdc69,2023-07-29_12-14-45,1690647285,33.381343603134155,264052,node09,10.0.0.9,33.381343603134155,1,0.0002952,0.0020561999999999998,0.0002484,0.0009519999999999999,1.2800000000000001e-05,3.2e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_eddbdc69_32_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0021,netParams_co_2023-07-29_12-14-11"
32,"netParams.connParams.PYR->BC_AMPA.weight      0.000234
netParams.connParams.PYR->BC_NMDA.weight      0.001877
netParams.connParams.PYR->OLM_AMPA.weight     0.000346
netParams.connParams.PYR->OLM_NMDA.weight     0.000966
netParams.connParams.PYR->PYR_AMPA.weight     0.000014
netParams.connParams.PYR->PYR_NMDA.weight     0.000002
PYR                                           2.650000
BC                                           15.200000
OLM                                           2.790000
dtype: float64",2.65,15.2,2.79,7.062833333333333,32.76953625679016,False,1,89f9e9d8,2023-07-29_12-15-17,1690647317,32.76953625679016,264052,node09,10.0.0.9,32.76953625679016,1,0.00023400000000000002,0.0018768,0.00034560000000000005,0.0009660000000000001,1.3600000000000002e-05,2.48e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_89f9e9d8_33_netParams_connParams_PYR-_BC_AMPA_weight=0.0002,netParams_connParams_PYR-_BC_NMDA_weight=0.0019,netParams_co_2023-07-29_12-14-45"
33,"netParams.connParams.PYR->BC_AMPA.weight      0.000202
netParams.connParams.PYR->BC_NMDA.weight      0.001711
netParams.connParams.PYR->OLM_AMPA.weight     0.000212
netParams.connParams.PYR->OLM_NMDA.weight     0.000875
netParams.connParams.PYR->PYR_AMPA.weight     0.000025
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           2.980000
BC                                           19.600000
OLM                                           3.040000
dtype: float64",2.98,19.6,3.04,0.1081666666666665,32.78319358825684,False,1,5ee418e2,2023-07-29_12-15-50,1690647350,32.78319358825684,264052,node09,10.0.0.9,32.78319358825684,1,0.00020160000000000002,0.0017112,0.0002124,0.0008749999999999999,2.5000000000000005e-05,3.68e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_5ee418e2_34_netParams_connParams_PYR-_BC_AMPA_weight=0.0002,netParams_connParams_PYR-_BC_NMDA_weight=0.0017,netParams_co_2023-07-29_12-15-18"
34,"netParams.connParams.PYR->BC_AMPA.weight      0.000209
netParams.connParams.PYR->BC_NMDA.weight      0.001435
netParams.connParams.PYR->OLM_AMPA.weight     0.000212
netParams.connParams.PYR->OLM_NMDA.weight     0.000819
netParams.connParams.PYR->PYR_AMPA.weight     0.000024
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.480000
BC                                           21.200000
OLM                                           4.380000
dtype: float64",3.48,21.2,4.38,1.0325666666666666,32.88273048400879,False,1,ec397785,2023-07-29_12-16-23,1690647383,32.88273048400879,264052,node09,10.0.0.9,32.88273048400879,1,0.0002088,0.0014352,0.0002124,0.0008190000000000001,2.4400000000000004e-05,3.72e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_ec397785_35_netParams_connParams_PYR-_BC_AMPA_weight=0.0002,netParams_connParams_PYR-_BC_NMDA_weight=0.0014,netParams_co_2023-07-29_12-15-50"
35,"netParams.connParams.PYR->BC_AMPA.weight      0.000180
netParams.connParams.PYR->BC_NMDA.weight      0.001725
netParams.connParams.PYR->OLM_AMPA.weight     0.000238
netParams.connParams.PYR->OLM_NMDA.weight     0.000882
netParams.connParams.PYR->PYR_AMPA.weight     0.000026
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           2.940000
BC                                           18.700000
OLM                                           2.890000
dtype: float64",2.94,18.7,2.89,0.4987999999999999,32.93645906448364,False,1,fe871da1,2023-07-29_12-16-56,1690647416,32.93645906448364,264052,node09,10.0.0.9,32.93645906448364,1,0.00018,0.001725,0.00023760000000000003,0.000882,2.56e-05,3.56e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_fe871da1_36_netParams_connParams_PYR-_BC_AMPA_weight=0.0002,netParams_connParams_PYR-_BC_NMDA_weight=0.0017,netParams_co_2023-07-29_12-16-23"
36,"netParams.connParams.PYR->BC_AMPA.weight      0.000202
netParams.connParams.PYR->BC_NMDA.weight      0.001697
netParams.connParams.PYR->OLM_AMPA.weight     0.000212
netParams.connParams.PYR->OLM_NMDA.weight     0.000728
netParams.connParams.PYR->PYR_AMPA.weight     0.000028
netParams.connParams.PYR->PYR_NMDA.weight     0.000003
PYR                                           3.480000
BC                                           22.600000
OLM                                           3.100000
dtype: float64",3.48,22.6,3.1,2.8555000000000046,32.283984899520874,False,1,edec38a8,2023-07-29_12-17-29,1690647449,32.283984899520874,264052,node09,10.0.0.9,32.283984899520874,1,0.00020160000000000002,0.0016974,0.0002124,0.0007279999999999999,2.7800000000000005e-05,3.1199999999999998e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_edec38a8_37_netParams_connParams_PYR-_BC_AMPA_weight=0.0002,netParams_connParams_PYR-_BC_NMDA_weight=0.0017,netParams_co_2023-07-29_12-16-56"
37,"netParams.connParams.PYR->BC_AMPA.weight      0.000356
netParams.connParams.PYR->BC_NMDA.weight      0.001587
netParams.connParams.PYR->OLM_AMPA.weight     0.000274
netParams.connParams.PYR->OLM_NMDA.weight     0.000798
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           3.120000
BC                                           19.900000
OLM                                           2.980000
dtype: float64",3.12,19.9,2.98,0.1094999999999999,32.20050406455994,False,1,cd457cdb,2023-07-29_12-18-01,1690647481,32.20050406455994,264052,node09,10.0.0.9,32.20050406455994,1,0.0003564,0.0015869999999999999,0.00027360000000000004,0.000798,2.96e-05,4.52e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_cd457cdb_38_netParams_connParams_PYR-_BC_AMPA_weight=0.0004,netParams_connParams_PYR-_BC_NMDA_weight=0.0016,netParams_co_2023-07-29_12-17-29"
38,"netParams.connParams.PYR->BC_AMPA.weight      0.000439
netParams.connParams.PYR->BC_NMDA.weight      0.001587
netParams.connParams.PYR->OLM_AMPA.weight     0.000313
netParams.connParams.PYR->OLM_NMDA.weight     0.000798
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           3.110000
BC                                           19.500000
OLM                                           3.690000
dtype: float64",3.11,19.5,3.69,0.0470999999999998,35.058574199676514,False,1,4ef2223e,2023-07-29_12-18-36,1690647516,35.058574199676514,264052,node09,10.0.0.9,35.058574199676514,1,0.00043920000000000005,0.0015869999999999999,0.0003132,0.000798,2.98e-05,4.96e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_4ef2223e_39_netParams_connParams_PYR-_BC_AMPA_weight=0.0004,netParams_connParams_PYR-_BC_NMDA_weight=0.0016,netParams_co_2023-07-29_12-18-01"
39,"netParams.connParams.PYR->BC_AMPA.weight      0.000461
netParams.connParams.PYR->BC_NMDA.weight      0.001822
netParams.connParams.PYR->OLM_AMPA.weight     0.000317
netParams.connParams.PYR->OLM_NMDA.weight     0.000651
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           3.440000
BC                                           20.700000
OLM                                           2.290000
dtype: float64",3.44,20.7,2.29,0.8008000000000001,34.001583099365234,False,1,dd8bd988,2023-07-29_12-19-10,1690647550,34.001583099365234,264052,node09,10.0.0.9,34.001583099365234,1,0.00046080000000000003,0.0018216,0.0003168,0.000651,2.96e-05,5.4e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_dd8bd988_40_netParams_connParams_PYR-_BC_AMPA_weight=0.0005,netParams_connParams_PYR-_BC_NMDA_weight=0.0018,netParams_co_2023-07-29_12-18-36"
40,"netParams.connParams.PYR->BC_AMPA.weight      0.000511
netParams.connParams.PYR->BC_NMDA.weight      0.001587
netParams.connParams.PYR->OLM_AMPA.weight     0.000364
netParams.connParams.PYR->OLM_NMDA.weight     0.000350
netParams.connParams.PYR->PYR_AMPA.weight     0.000028
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           4.640000
BC                                           28.800000
OLM                                           1.750000
dtype: float64",4.64,28.8,1.75,29.15280000000001,34.54080581665039,False,1,57ef92ea,2023-07-29_12-19-45,1690647585,34.54080581665039,264052,node09,10.0.0.9,34.54080581665039,1,0.0005112000000000001,0.0015869999999999999,0.00036360000000000006,0.00035,2.7800000000000005e-05,5.04e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_57ef92ea_41_netParams_connParams_PYR-_BC_AMPA_weight=0.0005,netParams_connParams_PYR-_BC_NMDA_weight=0.0016,netParams_co_2023-07-29_12-19-10"
41,"netParams.connParams.PYR->BC_AMPA.weight      0.000385
netParams.connParams.PYR->BC_NMDA.weight      0.001711
netParams.connParams.PYR->OLM_AMPA.weight     0.000299
netParams.connParams.PYR->OLM_NMDA.weight     0.000805
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           3.120000
BC                                           18.900000
OLM                                           2.690000
dtype: float64",3.12,18.9,2.69,0.4322666666666672,35.80992031097412,False,1,73b9ca12,2023-07-29_12-20-21,1690647621,35.80992031097412,264052,node09,10.0.0.9,35.80992031097412,1,0.00038520000000000004,0.0017112,0.0002988,0.0008049999999999999,2.96e-05,4.56e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_73b9ca12_42_netParams_connParams_PYR-_BC_AMPA_weight=0.0004,netParams_connParams_PYR-_BC_NMDA_weight=0.0017,netParams_co_2023-07-29_12-19-45"
42,"netParams.connParams.PYR->BC_AMPA.weight      0.000439
netParams.connParams.PYR->BC_NMDA.weight      0.001546
netParams.connParams.PYR->OLM_AMPA.weight     0.000281
netParams.connParams.PYR->OLM_NMDA.weight     0.001001
netParams.connParams.PYR->PYR_AMPA.weight     0.000027
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           2.860000
BC                                           18.800000
OLM                                           3.980000
dtype: float64",2.86,18.8,3.98,0.433499999999999,33.06882071495056,False,1,b7eb2cbe,2023-07-29_12-20-54,1690647654,33.06882071495056,264052,node09,10.0.0.9,33.06882071495056,1,0.00043920000000000005,0.0015455999999999998,0.0002808,0.001001,2.7200000000000004e-05,4.96e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_b7eb2cbe_43_netParams_connParams_PYR-_BC_AMPA_weight=0.0004,netParams_connParams_PYR-_BC_NMDA_weight=0.0015,netParams_co_2023-07-29_12-20-21"
43,"netParams.connParams.PYR->BC_AMPA.weight      0.000356
netParams.connParams.PYR->BC_NMDA.weight      0.001435
netParams.connParams.PYR->OLM_AMPA.weight     0.000392
netParams.connParams.PYR->OLM_NMDA.weight     0.000798
netParams.connParams.PYR->PYR_AMPA.weight     0.000029
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.150000
BC                                           19.500000
OLM                                           3.810000
dtype: float64",3.15,19.5,3.81,0.0638999999999998,33.1162793636322,False,1,4829d3c3,2023-07-29_12-21-27,1690647687,33.1162793636322,264052,node09,10.0.0.9,33.1162793636322,1,0.0003564,0.0014352,0.0003924,0.000798,2.8800000000000002e-05,4.32e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_4829d3c3_44_netParams_connParams_PYR-_BC_AMPA_weight=0.0004,netParams_connParams_PYR-_BC_NMDA_weight=0.0014,netParams_co_2023-07-29_12-20-54"
44,"netParams.connParams.PYR->BC_AMPA.weight      0.000349
netParams.connParams.PYR->BC_NMDA.weight      0.001408
netParams.connParams.PYR->OLM_AMPA.weight     0.000421
netParams.connParams.PYR->OLM_NMDA.weight     0.000728
netParams.connParams.PYR->PYR_AMPA.weight     0.000029
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           3.380000
BC                                           19.600000
OLM                                           4.460000
dtype: float64",3.38,19.6,4.46,0.3305666666666664,33.20545840263367,False,1,a554959a,2023-07-29_12-22-01,1690647721,33.20545840263367,264052,node09,10.0.0.9,33.20545840263367,1,0.00034920000000000003,0.0014076,0.00042120000000000005,0.0007279999999999999,2.8600000000000004e-05,5.32e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_a554959a_45_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0014,netParams_co_2023-07-29_12-21-27"
45,"netParams.connParams.PYR->BC_AMPA.weight      0.000367
netParams.connParams.PYR->BC_NMDA.weight      0.001297
netParams.connParams.PYR->OLM_AMPA.weight     0.000454
netParams.connParams.PYR->OLM_NMDA.weight     0.000798
netParams.connParams.PYR->PYR_AMPA.weight     0.000026
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           3.060000
BC                                           17.400000
OLM                                           3.850000
dtype: float64",3.06,17.4,3.85,1.8376000000000008,33.37118673324585,False,1,b0189ea4,2023-07-29_12-22-34,1690647754,33.37118673324585,264052,node09,10.0.0.9,33.37118673324585,1,0.00036720000000000004,0.0012972,0.0004536000000000001,0.000798,2.62e-05,4.68e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_b0189ea4_46_netParams_connParams_PYR-_BC_AMPA_weight=0.0004,netParams_connParams_PYR-_BC_NMDA_weight=0.0013,netParams_co_2023-07-29_12-22-01"
46,"netParams.connParams.PYR->BC_AMPA.weight      0.000400
netParams.connParams.PYR->BC_NMDA.weight      0.001477
netParams.connParams.PYR->OLM_AMPA.weight     0.000389
netParams.connParams.PYR->OLM_NMDA.weight     0.000721
netParams.connParams.PYR->PYR_AMPA.weight     0.000029
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           3.190000
BC                                           19.000000
OLM                                           2.940000
dtype: float64",3.19,19.0,2.94,0.2644666666666664,32.396058559417725,False,1,43df1b54,2023-07-29_12-23-06,1690647786,32.396058559417725,264052,node09,10.0.0.9,32.396058559417725,1,0.00039960000000000006,0.0014766,0.0003888,0.0007210000000000001,2.8800000000000002e-05,5.68e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_43df1b54_47_netParams_connParams_PYR-_BC_AMPA_weight=0.0004,netParams_connParams_PYR-_BC_NMDA_weight=0.0015,netParams_co_2023-07-29_12-22-34"
47,"netParams.connParams.PYR->BC_AMPA.weight      0.000497
netParams.connParams.PYR->BC_NMDA.weight      0.001587
netParams.connParams.PYR->OLM_AMPA.weight     0.000414
netParams.connParams.PYR->OLM_NMDA.weight     0.000784
netParams.connParams.PYR->PYR_AMPA.weight     0.000025
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.080000
BC                                           20.400000
OLM                                           3.460000
dtype: float64",3.08,20.4,3.46,0.1858999999999996,34.37646222114563,False,1,62743e2e,2023-07-29_12-23-41,1690647821,34.37646222114563,264052,node09,10.0.0.9,34.37646222114563,1,0.0004968,0.0015869999999999999,0.00041400000000000003,0.000784,2.5200000000000003e-05,4.32e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-56-42/objective_62743e2e_48_netParams_connParams_PYR-_BC_AMPA_weight=0.0005,netParams_connParams_PYR-_BC_NMDA_weight=0.0016,netParams_co_2023-07-29_12-23-07"
